subjectName,constructName,latex_formatted_question,question,latext_formatted_wrongAnswer,wrongAnswer,misconception,latex_formatted_wrongAnswer
Function Machines,Calculate the square of a number,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",,32,"1948    Believes the inverse of square rooting is doub...
Name: MisconceptionName, dtype: object",\( 32 \)
Function Machines,Calculate the square of a number,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",\( 8 \),8,"2316    Mixes up squaring and multiplying by 2 or doub...
Name: MisconceptionName, dtype: object",
Function Machines,Calculate the square of a number,"![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?","![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and says ""input"" above it. The middle rectangle has ""square root"" written inside it and the final rectangle has ""output"" written above it and ""16"" written inside it.]() What is the input of this function machine?",\( 4 \),4,"458    When finding an input of a function machine th...
Name: MisconceptionName, dtype: object",
Converting between Decimals and Percentages,Convert percentages containing 1 decimal place to decimals,How do you write \( 2.5 \% \) as a decimal?,How do you write 2.5 % as a decimal?,\( 0.25 \),0.25,"1270    Divides by 10 instead of 100 when converting a...
Name: MisconceptionName, dtype: object",
Converting between Decimals and Percentages,Convert percentages containing 1 decimal place to decimals,How do you write \( 2.5 \% \) as a decimal?,How do you write 2.5 % as a decimal?,\( 2.5 \),2.5,"1756    Thinks you need to just remove the percentage ...
Name: MisconceptionName, dtype: object",
Line Symmetry,Complete a symmetric figure with respect to a specific line of symmetry,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()","Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",,![An incorrect reflection of the given figure. ](),"470    Cannot reflect shape when line of symmetry is ...
Name: MisconceptionName, dtype: object",![An incorrect reflection of the given figure. ]()
Line Symmetry,Complete a symmetric figure with respect to a specific line of symmetry,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()","Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",![An incorrect reflection of the given figure. ](),![An incorrect reflection of the given figure. ](),"470    Cannot reflect shape when line of symmetry is ...
Name: MisconceptionName, dtype: object",
Line Symmetry,Complete a symmetric figure with respect to a specific line of symmetry,"Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()","Which image completes a symmetric figure on the Geo board? ![A figure drawn in one half of a box, with a red dotted line running diagonally across the box. ]()",![An incorrect reflection of the given figure. ](),![An incorrect reflection of the given figure. ](),"470    Cannot reflect shape when line of symmetry is ...
Name: MisconceptionName, dtype: object",
Writing Ratios,Convert fractions to ratios,"\( \frac{1}{5} \) of the counters in a bag are blue.
\( \frac{3}{10} \) of the counters are red.
\( \frac{1}{2} \) of the counters are purple.
Which of these show the ratio of blue : red : purple? ![An image of a bag]()",1/5 of the counters in a bag are blue. 3/10 of the counters are red. 1/2 of the counters are purple. Which of these show the ratio of blue : red : purple? ![An image of a bag](),\( 1: 3: 1 \),1: 3: 1,"1223    Uses numerators to convert fractions to ratio ...
Name: MisconceptionName, dtype: object",
Writing Ratios,Convert fractions to ratios,"\( \frac{1}{5} \) of the counters in a bag are blue.
\( \frac{3}{10} \) of the counters are red.
\( \frac{1}{2} \) of the counters are purple.
Which of these show the ratio of blue : red : purple? ![An image of a bag]()",1/5 of the counters in a bag are blue. 3/10 of the counters are red. 1/2 of the counters are purple. Which of these show the ratio of blue : red : purple? ![An image of a bag](),\( 5: 10: 2 \),5: 10: 2,"1820    Uses the denominator when converting from frac...
Name: MisconceptionName, dtype: object",
Frequency tables,Construct frequency tables,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?","Dave has recorded the number of pets his classmates have in the frequency table on the right.  Number of pets     Frequency   0     4   1     6   2     3   3     2   4     5    If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?",Number of pets \( \div \) Frequency,Number of pets ÷ Frequency,"2180    Divides instead of multiplies when calculating...
Name: MisconceptionName, dtype: object",
Frequency tables,Construct frequency tables,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?","Dave has recorded the number of pets his classmates have in the frequency table on the right.  Number of pets     Frequency   0     4   1     6   2     3   3     2   4     5    If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?",Number of pets + Frequency,Number of pets + Frequency,"932    Adds instead of multiplies when calculating to...
Name: MisconceptionName, dtype: object",
Frequency tables,Construct frequency tables,"Dave has recorded the number of pets his classmates have in the frequency table on the right. \begin{tabular}{|c|c|}
\hline Number of pets & Frequency \\
\hline \( 0 \) & \( 4 \) \\
\hline \( 1 \) & \( 6 \) \\
\hline \( 2 \) & \( 3 \) \\
\hline \( 3 \) & \( 2 \) \\
\hline \( 4 \) & \( 5 \) \\
\hline
\end{tabular} If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?","Dave has recorded the number of pets his classmates have in the frequency table on the right.  Number of pets     Frequency   0     4   1     6   2     3   3     2   4     5    If Dave wanted to work out the total number of pets own by his classmates, what would be a useful column to include?","Number of pets -
Frequency",Number of pets - Frequency,"2501    Subtracts rather than multiplies when calculat...
Name: MisconceptionName, dtype: object",
Rounding to Decimal Places,Round numbers between 0 and 1 to two significant figures,Which of the numbers is the same when rounded to \( 2 \) decimal places or to \( 2 \) significant figures?,Which of the numbers is the same when rounded to 2 decimal places or to 2 significant figures?,,15.983,"739    Rounds to wrong degree of accuracy (decimal pl...
Name: MisconceptionName, dtype: object",\( 15.983 \)
Rounding to Decimal Places,Round numbers between 0 and 1 to two significant figures,Which of the numbers is the same when rounded to \( 2 \) decimal places or to \( 2 \) significant figures?,Which of the numbers is the same when rounded to 2 decimal places or to 2 significant figures?,\( 0.0199 \),0.0199,"380    Does not understand the first significant valu...
Name: MisconceptionName, dtype: object",
Rounding to Decimal Places,Round numbers between 0 and 1 to two significant figures,Which of the numbers is the same when rounded to \( 2 \) decimal places or to \( 2 \) significant figures?,Which of the numbers is the same when rounded to 2 decimal places or to 2 significant figures?,\( 0.038 \),0.038,"380    Does not understand the first significant valu...
Name: MisconceptionName, dtype: object",
"Squares, Cubes, etc",Calculate the cube of a number,\( 100^{3}= \),100^3=,,100000,"223    Mixes up cubing with multiplying by 10
Name: MisconceptionName, dtype: object",\( 100000 \)
